Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,25.53125,25.125,25.53125,25.21875,374800.0,17.785167694091797
2000-01-03,25.625,24.28125,25.21875,24.78125,1619000.0,17.47662925720215
2000-01-04,24.625,24.25,24.625,24.34375,966000.0,17.16809844970703
2000-01-05,24.3125,23.25,24.0625,23.5234375,952200.0,16.589570999145508
2000-01-06,24.28125,23.46875,23.5,24.21875,925400.0,17.079940795898438
2000-01-07,25.09375,24.25,24.34375,25.0625,763800.0,17.67498207092285
2000-01-10,25.9375,25.3125,25.625,25.875,757200.0,18.247983932495117
2000-01-11,25.59375,24.5625,25.5,25.21875,1092200.0,17.785167694091797
2000-01-12,25.5625,24.6875,25.21875,25.09375,1190400.0,17.697017669677734
2000-01-13,25.46875,24.875,25.09375,25.1875,866800.0,17.763134002685547
2000-01-14,26.34375,25.1875,25.1875,26.34375,1422600.0,18.57856559753418
2000-01-18,27.0,25.8125,26.0,26.59375,1564400.0,18.754865646362305
2000-01-19,27.0,26.0625,26.59375,26.84375,893000.0,18.931180953979492
2000-01-20,27.0625,26.53125,26.875,26.84375,1044200.0,18.931180953979492
2000-01-21,27.75,26.4375,26.71875,26.75,1159600.0,18.865066528320312
2000-01-24,27.9375,26.78125,27.0625,27.0,1682600.0,19.041370391845703
2000-01-25,27.6875,26.59375,27.125,27.0625,796400.0,19.085453033447266
2000-01-26,27.8125,26.75,27.0,27.625,953600.0,19.482147216796875
2000-01-27,27.59375,25.8125,27.5,26.59375,1138200.0,18.754865646362305
2000-01-28,26.5625,25.71875,26.53125,25.96875,1344200.0,18.314098358154297
2000-01-31,25.96875,24.75,25.5,25.5625,2393400.0,18.02759552001953
2000-02-01,25.96875,25.375,25.875,25.875,1458800.0,18.247983932495117
2000-02-02,26.96875,25.34375,25.875,25.71875,1098200.0,18.13779067993164
2000-02-03,26.5625,25.71875,25.75,25.90625,669600.0,18.270023345947266
2000-02-04,26.09375,25.375,25.9375,25.40625,261200.0,17.917402267456055
2000-02-07,25.4375,24.59375,25.4375,25.1875,815400.0,17.763134002685547
2000-02-08,25.03125,24.5,25.0,25.0,1382000.0,17.630897521972656
2000-02-09,25.5,24.125,25.5,25.21875,913400.0,17.785167694091797
2000-02-10,25.15625,24.5,25.0,24.9375,1710600.0,17.586828231811523
2000-02-11,25.0625,24.53125,25.0,24.875,1317600.0,17.542743682861328
2000-02-14,24.9375,24.34375,24.9375,24.6875,468200.0,17.4105167388916
2000-02-15,25.15625,24.375,24.5625,24.96875,614800.0,17.60886573791504
2000-02-16,25.6875,24.71875,25.25,24.96875,401800.0,17.60886573791504
2000-02-17,25.71875,24.9375,25.0625,25.5,704800.0,17.983522415161133
2000-02-18,25.6875,25.4375,25.53125,25.5625,718200.0,18.02759552001953
2000-02-22,25.8125,24.9375,25.4375,25.8125,541000.0,18.203907012939453
2000-02-23,25.8125,25.3125,25.8125,25.5,506600.0,17.983522415161133
2000-02-24,25.6875,23.40625,25.6875,24.1875,930800.0,17.057897567749023
2000-02-25,23.9375,23.03125,23.9375,23.21875,588800.0,16.37470054626465
2000-02-28,23.5,20.75,23.09375,22.96875,2444200.0,16.198389053344727
2000-02-29,23.28125,21.28125,23.125,21.6875,1811000.0,15.294809341430664
2000-03-01,22.75,22.125,22.5,22.5,2103400.0,15.867814064025879
2000-03-02,23.0,22.15625,22.375,22.28125,1237800.0,15.713545799255371
2000-03-03,23.03125,22.46875,22.5625,22.875,783000.0,16.132272720336914
2000-03-06,23.1875,22.375,23.0,22.53125,991000.0,15.889854431152344
2000-03-07,21.3125,19.0625,21.3125,20.625,3292000.0,14.545492172241211
2000-03-08,21.125,20.0,20.875,21.0625,2600600.0,14.854037284851074
2000-03-09,21.5625,20.625,21.15625,21.5,704600.0,15.162579536437988
2000-03-10,22.125,19.875,22.125,20.0,2179600.0,14.104722023010254
